,class,tweet
6932,1,  Whatever  No matter how many times kids fuck me over I will never become I pussy  I promise you that 
6933,1,Iggy Azaelia is no one hit wonder  She is a bad bitch 
6934,1,  Tacos over hoes 
6935,1,          Gucci b having me on my rude shit        Lol that s not nice     that bitch aint worth a quarter          
6936,1, omg bitch go to sleep it was JUST a coincidence huh                   
6937,1,Sessy s a bitch but is a real homie  Unlike Gabby 
6938,0, on my way to fuck your bitch in the name of The Lord    Mr  Race
6939,1,  im shitty but i promise u im better than that bitch
6940,1,  oh gt  gt  gt  gt  gt  so that s the bald bitch lt  lt  lt  lt  lt  lt  lt 
6941,1,  I m about my commas bitch period
6942,2,  Remember Dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown
6943,1, shut yo hoe ass up
6944,1,Fuck these hoes im gone                
6945,2,How is Angry Birds the movie going to work  They re just floating bird heads 
6946,1,  Kobe   That s why yo man want me hoe   guy holding his face   Omgod kobeshia shut up                             
6947,1,Fell asleep and woke up to some weird ass staring at me  What  Never seen a beaner sleep before 
6948,1,   sheeeeeit you tell me  I wana fat bitch that smell like bologna                   
6949,1,   pussy 
6950,1,please tell this bitch I m subbin her  ik one of you faggs on here fuck with those lames  shit I m blocked or I would lol
6951,2,For those wondering why DHS was buying up all the ammo  now you know  Once the Charlie Manson er   race war starts its on  POTUS
6952,1,  some bitches be like  Im far from ugly  naw hoe  you re closer than you think
6953,1,  Get some head off Twitter now niggahs that s bracken                      ima baby momma killa   yo bitch she can get it            You    
6954,1,           Who said you was cute                 byeeee mad bitch            come visit me
6955,1, Lmfao and I m making more money then yo duck ass bitch I from Dallas tx born and raised and we back our shit up all day nigga
6956,1,  I ve noticed that it mostly be the bitches whose hair don t even reach their shoulders that talk the most shit
6957,1,You are a bitch   CallEmLikeISeeEm
6958,1,  Instagram always be acting like a bitch bruh
6959,2,Figure all da ofay like to see my family pitcher 
6960,1,I like bitches that like bitches
6961,1,  Bae  go text your hoes  Me  
6962,1,Mfs don t care about tha kid except a few of my niggas  amp  my bitch
6963,1,All these      tweets are retarded most of these nig nogs haven t even smoke a bl      nt ever
6964,1,ha fucking twat  go cry about mommy some more
6965,2,LA M      QUINA  Una vez en Jap      n   japoneses crearon una m      quina que atrapaba ladrones  Primero la m      quina la    
6966,1, dumb nigger
6967,1,  if a bitch dont act crazy over you   she dont really want you           
6968,1,Wait What                                               You a faggot if you wear a seat beat       
6969,1,  lmao denote got a bitch here right now but he love her
6970,1,BITCH    RT  Stop thinking ur entitled to politically correct responses   bitch
6971,1,Nigga you made it RT  Nigga we made it                      Best rider  That goes to a blaxican  
6972,1,  RT         Lawd Jesus  this can t be real                 shit to ghetto to be real lol
6973,1, that old cunt needs to sit down
6974,1,sweet Jesus  I m a beleiber                                              Look at this bitch nigga tho                  
6975,2,ussel Martin had a miserable season but is quietly having a good September  Yankees  BlueJays  MLB
6976,1,quitting showed me who my true friends were and it showed me all the ones who were the two faced bitches   
6977,1,Now my side bitch my main bitch Bc my main hoe ain t feeling me no mo  No mo 
6978,1,  You re a bitch and nobody likes you
6979,1,op   stankiest pussies
6980,1,See when you paid them bitches pay attention but when you broke you never mentioned so fuck em and keep it strictly pimpin
6981,1,  Miramar had the baddest hoes shid hoes looking like they was in college   HAD
6982,2, do yourself a favor and ball that up and throw in the trash 
6983,2,  of course  Win or lose you always had the most exciting matches  Spilt blood and all and you aren t a trash talker 
6984,1, porn  android  iphone  ipad  sex  xxx     Anal   Hardcore british queer anal pounding 
6985,1,           boy I was clean in them bitches        you loved them damn sandals          
6986,1,I got more private tracks than public on my soundcloud  I needa finish these joints so i can sick em on yall hoes
6987,2,Big Squawk  Q  when will DFL dump Ryan  Uncle Tom  Winkler     Not going to happen Berg Bleat on   mngop proud  stribpol  mnleg
6988,1,           today at   am        bitch do your Hw 
6989,1, Your bitch called  she was missing this dick
6990,1,  Never trippin on no hoes
6991,1,hese hoes pickin and choosin   that s why these niggas stickin and movin
6992,2,  boy u look like big bird off of sesame street
6993,1,And my bitch gon  blast and she got the ass like    
6994,1, if i wasnt in a work place id deck you  aye fucking right  I d give you a tyson   combo nd end you with an uppercut  Shut the fuck up bitch
6995,1,I made you bitch
6996,1,Gabby is such a hoe
6997,1,  I think IF i had hoes   i would tell them alll the same shit           im too lazy to be tryna switch shit up            
6998,1,    Um   exactly how most of these hoes twat is setup   
6999,1, yes hoe  You ALWAYS had the camera 
7000,1,  If you re a hoe  don t expect princess treatment   
7001,1, bitch i ainn hiden i go str  to class my teacher lame af
7002,1,he thinner the eyebrow  the crazier the bitch
7003,1,Everyone liked evil me  This me is a pussy  Fuck compassion 
7004,1,When people igg my text they get aired out in my head all types of bitches an dickheads          
7005,1,    Lmao nigga yo avi so trash my phone won t even load that shit
7006,1,      low key miss you bitches         
7007,1,  Little stupid as bitch I don t fuck with yoooooouuuu   
7008,1, That talentless skag IS a wardrobe malfunction 
7009,1, too bad hes a faggot
7010,1,  then u have the annoying  HIT ME I DARE YOU  ass bitches always tryna test a big ass  ft linebacker ass dude   girl if you       
7011,1,  When People write a review of my comedy that starts with  I m not easily offended  but this was just not funny  that cunt       
7012,1,Niccas use to be like you always Tryn pull a finesse    Duh nicca I need mine
7013,2,  Cue the liberal left s Uncle Tom attacks against Tim Scott in               tcot  teaparty  GOP
7014,1, dude was a bitch nigga and took off running
7015,1,  Baby moanin     Got me zone nn   I want this bitch next too me     Pussy like ecstasy                       
7016,0, you a fatherless wallet carrying ass video game playing ass negro breh  You filth  No way you can afford to date a  TwitterHoney 
7017,2, keep in shape for the ski slopes
7018,1,  I don t burn bridges   tf I look like holding a grudge and being a lil bitch  Shit happens  You ll be fine 
7019,2,Scott brooks finds new ways to flip me the bird each game  I know it s the right move but  Idontcare  KDStreak  imsad
7020,1,You still can t turn a hoe into a house wife  
7021,1,Make sure that pussy clean  Cuz ima eat until you scream
7022,1,  When u finger a bad light skin bitch 
7023,2,Leave it up to me it would ve been in the trash     All of it 
7024,1,Been a while since it s just been me solo at the crib  feeling kinda lonely like a hoe
7025,1, it worked  bitch   
7026,2,hat  Ouija  movie look like trash
7027,1,  If a bitch talks shit to me I m gonna lick my thumb and swipe her eyebrows off
7028,1,ruth be told    that s all my pussy          
7029,1,Never take a bitch where you stay   Never keep work where you lay
7030,1,his wigga didn t follow me back   Smh
7031,1, being a stupid bitch apparently 
7032,1,   them klutzy bitches
7033,1,        Ain t nothing better in life than meeting a hoe with a full time job       don t let her have her own benefits nigga what
7034,2,  I be wishin you was local  I takes you to da Yankee game and spoil you
7035,1,              of niggas goofy and act like bitches        YOU AINT LYIN
7036,2,Homemade Soup is very good with vegetables on the side with crackers 
7037,1,hahaha this dude on my timeline says bitch in EVERY tweet hahaha I m rollin at some of them lol
7038,1,Hoes gone be hoes but thats none my business   
7039,1,   he knows game  He s just gonna make it as small of a loss as possible she was   of Don Juan hoes off jump        
7040,1, jus exsposin hoes on a whole different level                   
7041,1,I wish I would argue with a nigga or a bitch imma just laugh at ya ass
7042,1,  Love really is blind  stupid cunt of a feeling 
7043,1,Fucking cunts 
7044,1,  Settling down is for pussies
7045,1,wack bitches make me curve them
7046,1,  Had to charge my ipod   Fuck the redskins 
7047,1,  nigga stop being a bitch and come to the high school You already said yes
7048,1,Well they do now haha RT  I just think these bitches are confused  Like i m wife   TheyAintKnow   Lol 
7049,0, i got a dyke wit a child as whse mgr  and she jus hired another girlboy dis week    
7050,1,  Y all have six different personalities and   different bitches you spit game to and lie      but WE need to grow up  Lm       
7051,1, Grade A pussy 
7052,1,  Pop a molly  Why don t some of you hoes start popping birth control
7053,1,really out here tho bitch  
7054,1,I was such a pussy back then lol like its crazy
7055,2,Paceys just told me about how flash was touching himself and he was turning yellow and black    whatwashedoing                   
7056,1, follow me u sexy bitch
7057,1,Holy shit the retard episode of Wheel of Fortune    AGAIN  Fantastic 
7058,1, fml both or half breed ex at the gym  Ugh
7059,1, in your dreams little leprechaun hemroid
7060,1,   ThingsILikeToDo serenading your bitch
7061,2,is it ghetto to grease yo scalp at work
7062,1,Only ounces and up niggah
7063,2,          Moma said no pussy cats inside my dog house        that s what got bro nem locked inside the dog pound   
7064,2,Disturbing  feeling pressure from  ISIS fanboys  Al Qaeda fanboys resort to celebrating      to reclaim their Jihadi bona fides
7065,1,Dude live next to me be hitting some ugly ass hoes Got Damn
7066,1,Punk bitch 
7067,0,When it rains it s good  go to the mall weather  all the coons be at home
7068,1, ohhhhhh   I smell a challenge   USA vs USA next time I see ya bitch ass
7069,1,        That ain t my hoe        
7070,1,  im not finna beg a nigga to fwm  nor will I beg a bitch to be my  friend            fuck y all thought 
7071,1,If u a bitch an i hadddd u i wouldnt give a fuck if Chris brown bagged u bitch i had u already lol
7072,1, my bitch got the dope in her panties sssshhhhh you to Dramatic
7073,2,hat s like saying I ve had the pinto since    RT   dude I ve had an iPhone since the beginning 
7074,1,  And  fell in love with pussy he never even got    
7075,1,  Like  when you re a hoe  how do u sleep at night 
7076,1,  like I got time to be wasting on some bitch who broke up with me
7077,1,Moms is a hoe   a disrespectful one        Y all bitches are trash       
7078,1,  Lemme find out you didn t answer my call cause you otp with that niggah           
7079,1,  Don t talk behind my back I hate that pussy shit
7080,1,  Females think dating a pussy is cute now    how does doing this stuff make him a pussy 
7081,1,Goodnight my real nigga bitches 
7082,1, but but but you said vibe  Which means I have to say bitch  don t kill my vibe 
7083,1,  I wouldn t bring my girl around nobody but Leo                             He the only niggah I KNOW that wouldn t mess with any of the    
7084,1,Even they know you my bitch
7085,1,Pumpkin spice Marlboro s for da hoes
7086,1,  if you ate my pussy  don t ever try to disrespect me   Fck nigga i fed you        
7087,1,   Here she go being a hoe again  dog 
7088,1,Im a south side niggah fuck around fuck around
7089,1,I bet if we took a twitter cencus it d be at least     basic ass bitches
7090,0, whooooo  Chelsey  Fuck her lol  She juss a bitch
7091,1,  Smack a bitch   Bitches love hand prints on their ass 
7092,2,   Sagittarius can be compassionate towards other people when they want to be  especially towards the ones they care abo       
7093,1, bet    My trash ass self is just that petty
7094,1,        I just punched  in the nose on accident because she just shocked the crap out of me                                             bitch that hurt            
7095,1,He sound like a bitch
7096,1,  How bitch how          How is this ok         
7097,1, wtf that bitch was driving around drunk
7098,2,  Who on GZ s defense team is paying media to trash the prosecution constantly  
7099,1, nigga what u talkn bout   Tell them hoes get on they DJ UNK shit if they ain t sucking  walk it out
7100,1, pudding it right in her pussy
7101,0,Or the teach might get u got RT  I really hate a disrespectful ass bitch in class  The professor is talking you STFU bitch 
7102,1,K Michelle talking bout can t raise no man well due bitch he already grown
7103,1,Hello October  you irrelevant bitch you no worries November coming          
7104,1, I heard your mama raised you like bitch
7105,1, Vince  what is the general feeling of the natives that you know in regards to the term  redskins   Offensive to them or not 
7106,1, ya dude get the pussies drunk 
7107,1,Its gorg out  RT   This bitch thinks its june or something  
7108,1,   O didn t know    Sure  he s a little bitch  Valerie Jarrett on the other hand  you betcha  That guy knows eve       
7109,1,Idgaf I have my coon moments
7110,1,        I got   felony           I got bitches
7111,1,   if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I 
7112,2, FemaleLogic is worse than the jig  I m convinced
7113,1,                                     RT  Murda out here sucking bitches                                       howDhow 
7114,1,I wish  I wish  I wish  I wish  I wish  I wish a bitch would   Cept she already did  gonna have to handle this          
7115,1,  I was HEAD FIRST EVERY TIME FOR YOU    but now I m pussy          
7116,1,                    salute a bad bitch
7117,1,Get on your shit hoe 
7118,1, shut up faggot
7119,1, belle bitch 
7120,1,I mma go with      Cuz them Scream bitches STAYED getting knocked over an shit  Fuck them pussies  Without surprise they shitty 
7121,2,I grew to hate blonde and primary colored weaves but that wouldn t stop me from requesting some good mouthwork 
7122,1, pussy     I ain t had a coochie since I was                      
7123,1,U wondering why I m not answering I m wondering where my money at niggas act like bitches these days
7124,1,  trigger finger keep my pussy wet  no thanks
7125,1,Yes suhh                 Fuck you bitch  I m CHILLIN        You Gettin Live Tomorrow         
7126,1,  Otw to DC  Hopefully I ll see my best bitch   That would make my day 
7127,0,  If some little fucking faggot spits in my food I swear to god id tear your fucking arms off 
7128,1,Bitches complain about they baby daddies not being shit  but bitch you KNEW he wasn t shit you didn t HAVE to keep that baby you CHOSE to                 
7129,1, porn  android  iphone  ipad  sex  xxx     XXX   homemade pussy eating          
7130,0,  That nigger made the shit out of my coffee 
7131,1,I fell in love wit my side bitch  crazy thing she wasnt even my bitch
7132,2,Average is basic and basic is trash                   
7133,1,making sweet love to my hand cause i cant buy a hoe tonight
7134,1,I mean  I guess I start using this again  since faggot Facebook blocked me for saying mean things to lady gaga
7135,1,  I gota hand fulla brothers  Trek gang bitch we hustle
7136,0,Devin Hester s a bitch
7137,1,Lmao that the funniest way to disrespect a person by calling him a itty bitty bitch  Makes me feel low in life
7138,2,  The only things you need in life are comfy shirts and Oreos  southernshirt
7139,0, I don t hate that he blew up from      like a hipster but I hate the faggots who say they love his music based off his worst  
7140,1,  Plz don t tell nobody  bitch I know you got a man  lol I ain t gon tell nobody 
7141,1,What if I was on my ass that mean she get half of my cash  Man that bitch can kiss my ass
7142,1,I don t understand when people say  yea  my first time smoking I didn t get high    Cause damn that fuckin sucks bruh I was retarded high
7143,2,  How much coke did Charlie sheen do    Enough to kill two and a half men I guess
7144,1,You only bully people you know you can  Why you ain t do this in the playoffs bitch  
7145,1,        Shine on them hoes         look at my baby daddy
7146,1,if you have that lil pussy stomach pouch thingy  don t wear no tight clothes  shit is unattractive          
7147,0, so your a  nigger  fighter huh
7148,1,Y all wake tf up  Y all are pussies it s summer time turn tf up 
7149,1,  Have ya ever asked your bitch for other bitches   kanye voice  Yes
7150,2,  I drink unicorn tears    RT   And they say blondes don t age well    You look like you re       ho       
7151,1,hahaha good luck with that one bitch
7152,1,Love getting nudes from my bitches                                                                
7153,1,  Did those bitches from Frozen ever build a snowman 
7154,2,  Al Qaeda s market share is dropping faster than Viacom  amp  Enron in the Jihadi stock market
7155,0,Yea alright redneck white trash  Stupid niggers hollering out their car going down the road trying to hit on me  Fuck y all  
7156,1, hells yeah fuckin sick ass bitch
7157,1,I hate a ol fat disgusting Walmart working ass bitch     
7158,1,Summer hoes turn into winter wifeys
7159,1,   pussy  love it
7160,2,   don t forget we gotta take out trash and need milk   and spermicidal lube
7161,1,Preparing to be called a  nigger  all night   I mean play COD all night   AdvancedWarfareDayZERO
7162,1,Hugh Heffner gonna be on Life Support  STILL gettin pussy
7163,1,  Ead RT  Especially after Rita died   RT  Dexter was just as trash as Breaking Bad 
7164,1, ill finger ur tight pussy so slowly you ll be moaning my name bby
7165,1,        Anybody that gets traded straight up for Brandon knight is trash        
7166,2,Oreo Ice Cream Sandwich  
7167,1,Like real shit dude da closest nicca I done seen to AI
7168,2, idk    It s trash though 
7169,2,  Winston connects with Greene on the slant across the middle for the score  Ball game is tied        
7170,1,In my    years I ve supported more niggas and bitches and they kids and well   my gratitude has died 
7171,1,  When that message say  delivered  but you see him posting sc story s with all his hoes                   
7172,1,Did this bitch really just ask me do I have a badge to be in this building while going to my floor  White people just don t change at all 
7173,1,hese hoes be boof smh
7174,2,   amp  als je over Syrie tweet  volg  maar  zij komt er vandaan  amp  zal je precies uitleggen hoe of wat 
7175,1,Man  aunt petunia is a royal bitch 
7176,1,Damn bitch thnx 
7177,1,  hmu when you stop bein a lil bitch
7178,2, u want me to make u one of my ghetto nunchucks  they come in singles and double ended
7179,1, are we bitches     
7180,1,Mom   heard a song about some guy with bitches  and a long something or other so he could fuck the world for    hours or something     lolol
7181,1,ally s sound good af  But ion have no hoes so we can t take that ride          
7182,1,I m a hoe for that                                                                                           
7183,2, ATL  BVB  SWS  PTV  THE RELAPSE SYMPHONY  SET IT OFF  FAREWELL  MY LOVE  MAYDAY PARADE  FOB  PARAMORE  etc
7184,1,my flow sicker then then the bitch magic Johnson was lickin
7185,1,Why bitches quick to have a nigga baby  then be suprised when she taking care of it by herself 
7186,1,Yeah hoe
7187,1,I really hate when I don t get a response back to a text message  Like a bitch ain t see it or sum          
7188,1, bitch
7189,1,hope this bitch is prepared for the aftermath of what she did
7190,2,John McCain trashes Jay Carny live on CNN    Syria  ISIS  Obama 
7191,1, bitch I was out dea and your ass was sleep
7192,1,   You smell like Weed     and bitch you smell like sober 
7193,1,  Happy birthday to my chocolate brotha                     love u hoe 
7194,1, pussy ass schedule
7195,1,You know what  all you are doing is being a burden to me  A fuckin annoyance and I hate bitches like you
7196,1,Fuck this mexican bitch she talks too much  she thinks she s an ivy league scholar 
7197,1,his hot ass black girl from twitter goes to WOHS lol  That s cray  I thought she was some alias ass bitch from miles away
7198,2,One man s trash is another s Transformer         
7199,1,  I just feel like my mouthpiece so cold            I ll give lessons to every niggah that ever got turned down   for the low cost of                   Hmu  
7200,2,ahahahh  ping pang POW  HOW U LIKE ME NOW  Shouts out   my bro Dre Hogg Style Ent  Uza fool   dis  
7201,1,  What happen to them vixen ent bitches  they got ran and threw to the side like a foothill bitch
7202,1,I ll go to class the last    minutes of that hoe
7203,1,iding my quad with this bitch           
7204,1,  Back in this bitch
7205,1,  trying so hard to resist the urge to smack a bitch 
7206,1,  People downloading time hop to be reminded they were faggots a year ago too
7207,1,  If this bitch don t just go through the freaking packet          
7208,1,I think you fuckin wit the wrong niggah
7209,2,  Winning Browns   cle  clevelandfans  clevelandpride  clevelandbrowns  clevelandsports  browns  brownie               
7210,2,Yep  sources confirmed it  That Iggy concert last night was trash
7211,1,        I wish i had my dad in my life but the bitch ass nigga still think im not his child         LMFAOOOO but damn that s sad cuh  
7212,1, whatever you wall hackin pussy bich I ll fuk u up like I did ur mum  ur sis  ur step sis  ur mums mum  ur mums aunt     bich bich
7213,1,  Started off with a OZ End up riding fo  deep Pull up to that club like muthaufckin ho you don t know me         
7214,1,You a hoe and errbody know
7215,2,  Udonis talking some big trash to Lance  LeBron holds him back 
7216,2,    tegenwoordig weet je ook al niet wat voor vlees je eet voor je t weet is t zebra of een aap
7217,1,Got these hoes lurkin got these niggahs talkin
7218,1,I ve seen every episode of scrubs ever  Sense the first episode niggah  
7219,2, no steak here either  No hurry on brownies  Just that picture u posted made me all but drool on my phone    
7220,1,  One nigga from the past told me one thing I d never forget  one mans trash is another mans treasure 
7221,1,  If ya girl shaves the pussy before going out with her girls  somethings wrong 
7222,1,I bought him a Sumblime shirt for his birthday too           I kinda wanna be a cunt and ask for it back lol  IndianGiver
7223,1,                    If I don t text you no more thats Cuz you a boring bitch just so y all hoes know  
7224,2,   Tyrone I didn t mean to throw your mixtape in the trash c mon fam  
7225,2,Everyone thinks that I m not the person on my id  Like look at my moles  I don t understand   Like I colored my hair what a big difference
7226,1,Stiff armed his hoe ass lmao
7227,1,  Eat that pussy from the back and slide two fingers in   
7228,2,  I m having a date at Yankee Field then getting kiss cam    bucketlist
7229,1,        RT  Another Jersey fail   what a cunt    No pics needed  Animal           Dem coloreds be wack
7230,1,         i       m running like a bitch                Michael Clifford  role model and inspiration to many
7231,1,I been getting money I ain t worried bout a hoe                                                                               
7232,1,I eats the pussy 
7233,1,        Roses         Are red Violets are blue   You ain t gonna know when yo bitch tops The Crew          
7234,1,        We ll I m going to sleep                  fag
7235,1,        Ion care about none of these bitches                                  
7236,1,  half y all bitches side hoes and don t even know 
7237,1,Dis be one sexy bitch 
7238,1,  its like the guy that asks for your number and then says you ugly and a bitch when you say no       
7239,1,When bae say she goin to the club with her girls I be outside that bitch at  am like    
7240,2,  dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in        
7241,2,Grr    Woke up ickblah  Congestion ew chunky bloaty gross  Missed the gym       hr wait for the Dr    Boo Friday    whineytweet
7242,2,        MMMH Daily is out   Stories via           yellow is IN   amp   luv the bling 
7243,1,Photo  My mains   yessssss  ladykimora turntup   vegas bitches                    
7244,1,hat hoe ask what time it is it s      
7245,2,I just wanna cuddle with my boyfriend under a fuzzy blanket  amp  drink hot tea and have my hair played with so I can go to bed 
7246,1,Broke bitches make me sick
7247,1, fuck u u dumb ass bitch hoe
7248,1,  every bitches claim
7249,1,Fuck you   BobCostas  That football SCUM woulda stabbed his gf to death and slit his wrists instead of shooting  Yer a fool 
7250,1,          If you ask me every bitch gay         true dat true dat
7251,0,Obama       s faves  Muslims  black ghetto trash  via 
7252,1,  Bruh thank you I m about to start cumming in these hoes just to scare them  
7253,1,Why the fuck am I getting notifications about two cunts getting married on facebook  I dini gie a fuck  getlost
7254,2, YAH  has said in his word that the Mtzra ym egyptians  are his people and Ysrah al is his inheritance and the Kushite ethiopians      
7255,0,Senator  is an anchor baby  Go back from where you came   natural  born  Canadian
7256,1,  So yams are ass or pussy 
7257,1,  Or lack of         Smh u niggers  amp  ur music knowledge       
7258,2,  My mom paid    to hold this monkey  amp  look what he did                    
7259,1,  bae  lemme see your phone if you dont have hella hoes   me  one sec 
7260,1,  When she comes through with the nudes  but they trash  but she got big titties 
7261,1,  once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic       
7262,1, dude your fucking gay you made a twitter just to mock me fucking lowlife
7263,1,  Niggas cheat on the most loyal most beautiful women with fucking trash
7264,2,Nah  ITS OVER gt  People don t tell  artists what do to  That s defies the definition of what WE ARE TRYING TO SHOW  youpeople   retards  game 
7265,1,his bitch had horseradish ponytail today she  dyed her bald head ass hair red and put that bitch in a pony tail smh
7266,2, Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees  HC
7267,1,How you gonna use my name while you talmbout pussy tastes  lol
7268,1,  Free Tino lul hoe                 
7269,1,Forreal forreal  I would let the founder of Capcom fuck my bitch  They made Street Fighter AND Marvel vs Capcom  EternallyGrateful
7270,1,  Chris brown a bitch because everyone talks about his relationship  Why come at two females  Charlemagne be saying the sam       
7271,2,But rich is a light skin coon  So it s expected 
7272,1,draymond green a bitch ass nigga bruh
7273,1, everybody in Dot Mob O Red Mickey Factz when you battled Clips he wore some ancient hong kong shit     different colored hi tops
7274,1,  R I P           to the hoes          dying for attention 
7275,1,he fuck mickey d s gave me    some cookies in a big mac box   
7276,1,  Best said by   there s a storm brewing bitch  lmao
7277,2, Your mind is free and your soul  satan will present to u in his kingdom the things that mock u  Stay strong in Yahshua   
7278,1,the bitch loudly cheering for the netherlands at rosa mexicano does not seem to value her life
7279,0, California is full of white trash who moved from  Oklahoma
7280,1,  If her hands and feet dirty RT   how can you tell if a girl pussy stink before actually gettin in her pan    
7281,1,You bitches wearing leggings everyday are sick  I know y all wore the same pair   days in a row you can t fool me
7282,2, Yankees wasted Nu      ez s season  rays  mlb
7283,1,                            RT  Bae  go text your hoes  Me  
7284,1,  If you love her hide your bitch so you keep shorty
7285,2, their tortillas are trash though 
7286,1,I become more of a bitch day by day                           
7287,1,Fuck you  hoe ass nigga RT The white fronted parrot is the only other species besides humans that French kiss as a prelude to sex 
7288,1,I don t love my hoes I love a couple not all                   
7289,2,ry Rex s NEW water roasted tomato potato sawdust crackers  Loaded with enough sodium as to make Lots wife look unsavory  Only       a box 
7290,1,  Boobs boobs boobs boobs lotta boobs Man I make the baddest bitches send me nudes                    
7291,1,  just Robert bc he was the one cussing like no tomorrow bc he s a pussy
7292,1,  Fat bitch act like she couldn t follow back  I ve always wanted a fat bitch to follow me 
7293,1, I had a bitch that had a bitch  had the bitch eating halibut        FreshRhymes  JerkSquad  SlowStir
7294,0, fuck u nigger
7295,2,Houston has so many trash drivers
7296,1,  Then I m a loud outgoing bitch lol
7297,1,  Finally Mellie got some back bone  I might like her this season       pussy   Scandal
7298,1,        these hoes ain t loyal        no they ain t
7299,1, doesn t wife these bitches 
7300,1,hat bitch was worried about fines  Fuck you  My best friend got jumped by   cock suckers  Fines should be the least of your worries 
7301,1,I think women will forever find a way for a guy to be thirsty tho just so they can feel like thier pussy has some value    It don t 
7302,1,walking down the st and this girl with a guy past me and the girl says I m bout to turn dyke for her ctfuu classic
7303,1,Nippin these Clarke Motel bitches   they get free pizza EVERY DAY and don t tip shit  Also never give us any business  Game is over 
7304,1,  If you re gonna smoke weed then do you but alcohol is just stupid you faggots are getting more stupid drinking it
7305,1,Yeah  he forgot to say  Dumb           made a mistake for calling  bitch        
7306,1,         shitty pussy                                
7307,1,  I wish I would chase a hoe  
7308,1, YOUNOW is a fucking bitch    Shit load of hate on there when I did my first broadcast
7309,1,  when you see a hoe talking to bae but she not even on your level 
7310,2,Weekend is here  What an amazing week this has been  Let s use this extended weekend to celebrate our successes my fellow queer folk 
7311,1, I still think he is a pussy haha
7312,1,  Hell nah bitch 
7313,1,  why would a white man even go to a nigger hell hole of Detroit  An I ve worked in A town how  Y all good niggers 
7314,2,EPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP  Coakley Conceds Gov  Race To Charlie Baker         
7315,1,Cheated my way to get  Hahaha this bitch funny if youre so worried about me then stop subtweeting me dumb ass
7316,1,  Then he just got too basic   amp  the hoes loved it    From then on he made them his focal audience 
7317,1,the mom acts like a bitch doe like ok ur losing ur memory but don t be a cunt to ur daughter
7318,1,        If you do tax fraud you bet not dare tweet about voting bitch       all of them tweeting they don t do politics
7319,1,   That bitch is so stupid  It s the BEY hive  not the BEE hive  Lil Kim was the Queen B  Bey IS Queen B
7320,1,  Hell yea bitch   
7321,1,if a bitch would everrrrrrr
7322,2,I don t want to deal with yesterday s trash  There s a reason it got thrown out in the first place
7323,1,         happy birthday little bitch         BOFL this made me laugh when I read it                   
7324,1,I plan on eating this entire motherfucking pizza I just ordered like a mufucka  bitch 
7325,0,I can t blow bubbles or whistle  I m basically retarded 
7326,1,  Bae  If I win you don t get no pussy tonight   Me  Shiiiiiit                       
7327,1,I swear ain t nothing worse than a bad bitch that lost it
7328,2,  Ultimate Chocolate Chip Cookie n  Oreo Fudge Brownie Bar 
7329,1,I can t fuck with you no mo hoe and I m sorry 
7330,2, why  You wanna gimme a baby  You look coolie    it might could work lol
7331,1,   what hoes tho   Lol 
7332,1,It s kind of funny when people tell me they haven t seen me in years  and where have I been  Like at home bitch
7333,1,Promise to love you and obey  and hit it more than once a day  girl I say that genuinely  fuck that bitch   It s what you sayy
7334,1,I ll stop drugs  alcohol  fags  sluts for you  Just give me a chance  It s been a year and I feel the same  that clearly means something 
7335,1,My bad dawg  That s yo hoe          
7336,1, I tried one of them pom pomegranate juices n I swear it tasted like flavored piss         dont ask lol
7337,1, th RT  Beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for   years 
7338,2,   np big nig nig
7339,1,  We all need to be aware    that s there is ALOT more going on in this world than ya ll flagrant asses care to know abo       
7340,1,You little stupid ass bitch  i aint fuckin with you     
7341,1,Can I bring another bitch or nah 
7342,1,im gonna hold this bitch to his word
7343,1,Shaved pussy ho gets serious anal sex      here  
7344,1, cdfu bitch you fried
7345,0, I knew you were a faggot though
7346,1,It already Soaked  Sinked   amp  Melted so dropped that s shit bitch IDGAF linc up or get caught          
7347,1,   I m destroying this bitch dawg
7348,2, I didn t know  whitetears were blue and yellow   lessonoftheday
7349,1,  My bitch better lie to me  more than   bodies and I cant stomach it  ill fucking die
7350,1, yuhh I m finna hit that hoe                    
7351,1,I got the streetz ina head lock   i got yo bitch ina leg lock 
7352,2, your    second add just ruined it  A new low picking on a cripple
7353,2,Man talk to em RT  Of course nothing is wrong with applebee       s if you like trash food 
7354,1, u call ur bestie a bitch I m guessing she s a dog that barks too much
7355,1,   Fasho you ve been officially hired as my bitch
7356,1, faggot
7357,1,  Kanye  gt  Tupac          are you serious   Yep bitch keep it moving 
7358,1,  Customers at like you make the prices    Like no bitch I don t
7359,0, you look like a welfare bitch compared to Latinas I date and fuck  You need fashion and makeup tips tbh
7360,1, bitch be actin like I m a celebrity
7361,0, We hate niggers  we hate faggots and we hate spics  kkk rally
7362,1, bitch you can tweet but not answer 
7363,1,Lol at the random  fist fight  aka pussy shove match at DnD tonight 
